unique_number,id_no,name_en,name_fr,name_ja,description_en,date_inscribed,danger,longitude,latitude,area_hectares,criteria_txt,category,category_short,states_name_en,region_en,iso_code,transboundary
1153,989,Archaeological Site of Atapuerca,Site archéologique d'Atapuerca,アタプエルカ,"The caves of the Sierra de Atapuerca contain a rich fossil record of the earliest human beings in Europe, from nearly one million years ago and extending up to the Common Era. They represent an exceptional reserve of data, the scientific study of which provides priceless information about the appearance and the way of life of these remote human ancestors.",2000,false,-3.515277778,42.34972222,284.119,(iii)(v),Cultural,C,Spain,Europe and North America,es,false
1218,1044,Aranjuez Cultural Landscape,Paysage culturel d’Aranjuez,,"The Aranjuez cultural landscape is an entity of complex relationships: between nature and human activity, between sinuous watercourses and geometric landscape design, between the rural and the urban, between forest landscape and the delicately modulated architecture of its palatial buildings. Three hundred years of royal attention to the development and care of this landscape have seen it express an evolution of concepts from humanism and political centralization, to characteristics such as those found in its 18th century French-style Baroque garden, to the urban lifestyle which developed alongside the sciences of plant acclimatization and stock-breeding during the Age of Enlightenment.",2001,false,-3.60934,40.03645,2047.5601,(ii)(iv),Cultural,C,Spain,Europe and North America,es,false
1394,1217,Vizcaya Bridge,Pont Vizcaya,ビスカヤ橋,"Vizcaya Bridge straddles the mouth of the Ibaizabal estuary, west of Bilbao. It was designed by the Basque architect Alberto de Palacio and completed in 1893. The 45-m-high bridge with its span of 160 m, merges 19th-century ironworking traditions with the then new lightweight technology of twisted steel ropes. It was the first bridge in the world to carry people and traffic on a high suspended gondola and was used as a model for many similar bridges in Europe, Africa and the America only a few of which survive. With its innovative use of lightweight twisted steel cables, it is regarded as one of the outstanding architectural iron constructions of the Industrial Revolution.",2006,false,-3.016833333,43.323175,0.8595,(i)(ii),Cultural,C,Spain,Europe and North America,es,false
1435,1258,Teide National Park,Parc national de Teide,テイデ国立公園,"Situated on the island of Tenerife, Teide National Park features the Teide-Pico Viejo stratovolcano that, at 3,718 m, is the highest peak on Spanish soil. Rising 7,500 m above the ocean floor, it is regarded as the world’s third-tallest volcanic structure and stands in a spectacular environment. The visual impact of the site is all the greater due to atmospheric conditions that create constantly changing textures and tones in the landscape and a ‘sea of clouds’ that forms a visually impressive backdrop to the mountain. Teide is of global importance in providing evidence of the geological processes that underpin the evolution of oceanic islands.",2007,false,-16.64361111,28.27138889,18990,(vii)(viii),Natural,N,Spain,Europe and North America,es,false
1616,1312,Tower of Hercules,Tour d’Hercule,ヘラクレスの塔,"The Tower of Hercules has served as a lighthouse and landmark at the entrance of La Coruña harbour in north-western Spain since the late 1st century A.D. when the Romans built the Farum Brigantium. The Tower, built on a 57 metre high rock, rises a further 55 metres, of which 34 metres correspond to the Roman masonry and 21 meters to the restoration directed by architect Eustaquio Giannini in the 18th century, who augmented the Roman core with two octagonal forms. Immediately adjacent to the base of the Tower, is a small rectangular Roman building. The site also features a sculpture park, the Monte dos Bicos rock carvings from the Iron Age and a Muslim cemetery. The Roman foundations of the building were revealed in excavations conducted in the 1990s. Many legends from the Middle Ages to the 19th century surround the Tower of Hercules, which is unique as it is the only lighthouse of Greco-Roman antiquity to have retained a measure of structural integrity and functional continuity.",2009,false,-8.406388889,43.38583333,233,(iii),Cultural,C,Spain,Europe and North America,es,false
1781,1371,Cultural Landscape of the Serra de Tramuntana,Paysage culturel de la Serra de Tramuntana,,The Cultural Landscape of the Serra de Tramuntana located on a sheer-sided mountain range parallel to the north-western coast of the island of Mallorca. Millennia of agriculture in an environment with scarce resources has transformed the terrain and displays an articulated network of devices for the management of water revolving around farming units of feudal origins. The landscape is marked by agricultural terraces and inter-connected water works - including water mills - as well as dry stone constructions and farms.,2011,false,2.694722222,39.73083333,30745,(ii)(iv)(v),Cultural,C,Spain,Europe and North America,es,false
2088,1501,Antequera Dolmens Site,Site de dolmens d’Antequera,トロス・デ・エル・ロメラル,"Located at the heart of Andalusia in southern Spain, the site comprises three megalithic monuments: the Menga and Viera dolmens and the Tholos of El Romeral, and two natural monuments: La Peña de los Enamorados and El Torcal mountainous formations, which are landmarks within the property. Built during the Neolithic and Bronze Age out of large stone blocks, these monuments form chambers with lintelled roofs or false cupolas. These three tombs, buried beneath their original earth tumuli, are one of the most remarkable architectural works of European prehistory and one of the most important examples of European Megalithism.",2016,false,-4.544444444,37.025,2446.3,(i)(iii)(iv),Cultural,C,Spain,Europe and North America,es,false
2421,1528,Talayotic Menorca,Minorque talayotique,,"Located on the island of Menorca in the western Mediterranean Sea, these archaeological sites are situated in agro-pastoral landscapes. A testimony to the occupation of the island by prehistoric communities, these sites display a diversity of prehistoric settlements and burial places. The materials, forms and locations of structures dating from the Bronze Age (1600 BCE) to the Late Iron Age (123 BCE) show the evolution of a “cyclopean” architecture built with very large blocks of stone. Astronomical orientations and visual interconnections between prehistoric structures indicate networks with possible cosmological meanings.",2023,false,3.908888889,39.9975,3527,(iii)(iv),Cultural,C,Spain,Europe and North America,es,false
2225,1560,Caliphate City of Medina Azahara,Ville califale de Medina Azahara,ザフラー宮殿,"The Caliphate city of Medina Azahara is an archaeological site of a city built in the mid-10th century CE by the Umayyad dynasty as the seat of the Caliphate of Cordoba. After prospering for several years, it was laid to waste during the civil war that put an end to the Caliphate in 1009-1010. The remains of the city were forgotten for almost 1,000 years until their rediscovery in the early 20th century. This complete urban ensemble features infrastructure such as roads, bridges, water systems, buildings, decorative elements and everyday objects. It provides in-depth knowledge of the now vanished Western Islamic civilization of Al-Andalus, at the height of its splendour.",2018,false,-4.867694444,37.88588889,111,(iii)(iv),Cultural,C,Spain,Europe and North America,es,false
2263,1578,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Paysage culturel de Risco Caido et montagnes sacrées de Grande Canarie,リスコ・カイド,"Located in a vast mountainous area in the centre of Gran Canaria, Risco Caído comprises cliffs, ravines and volcanic formations in a landscape of rich biodiversity. The landscape includes a large number of troglodyte settlements — habitats, granaries and cisterns — whose age is proof of the presence of a pre-Hispanic culture on the island, which has evolved in isolation, from the arrival of North African Berbers, around the beginning of our era, until the first Spanish settlers in the 15th century. The troglodyte complex also includes cult cavities and two sacred temples, or almogarenes — Risco Caído and Roque Bentayga — where seasonal ceremonies were held. These temples are thought to be linked to a possible cult of the stars and Mother Earth.",2019,false,-15.66119444,28.04438889,9425,(iii)(v),Cultural,C,Spain,Europe and North America,es,false
2571,1618,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences","Paseo del Prado et Buen Retiro, un paysage des arts et des sciences",,"Located at the urban heart of Madrid, this cultural landscape evolved since the creation of the tree-lined Paseo del Prado avenue, a prototype of the Hispanic alameda, in the 16th century. The avenue features major fountains, notably the Fuente de Apolo and the Fuente de Neptuno, and the Fuente de Cibeles, an iconic symbol of the city, surrounded by prestigious buildings. The site embodies a new idea of urban space and development from the enlightened absolutist period of the 18th century. Buildings dedicated to the arts and sciences join others in the site that are devoted to industry, healthcare and research. Collectively, they illustrate the aspiration for a utopian society during the height of the Spanish Empire, linked to the enlightened idea of democratization of knowledge, and exercised major influence in Latin America. The 120-hectare Jardines del Buen Retiro (Garden of Pleasant Retreat), a remnant of the 17th-century Buen Retiro Palace, constitutes the largest part of the prop",2021,false,-3.687055556,40.41533333,237,(ii)(iv)(vi),Cultural,C,Spain,Europe and North America,es,false
221,200,Sacred City of Anuradhapura,Ville sainte d'Anuradhapura,アヌラダープラ,"This sacred city was established around a cutting from the 'tree of enlightenment', the Buddha's fig tree, brought there in the 3rd century B.C. by Sanghamitta, the founder of an order of Buddhist nuns. Anuradhapura, a Ceylonese political and religious capital that flourished for 1,300 years, was abandoned after an invasion in 993. Hidden away in dense jungle for many years, the splendid site, with its palaces, monasteries and monuments, is now accessible once again.",1982,false,80.38333333,8.333333333,0,(ii)(iii)(vi),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
222,201,Ancient City of Polonnaruwa,Cité historique de Polonnaruwa,ポロンナルワ,"Polonnaruwa was the second capital of Sri Lanka after the destruction of Anuradhapura in 993. It comprises, besides the Brahmanic monuments built by the Cholas, the monumental ruins of the fabulous garden-city created by Parakramabahu I in the 12th century.",1982,false,81.00055556,7.915833333,0,(i)(iii)(vi),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
223,202,Ancient City of Sigiriya,Ville ancienne de Sigiriya,シギリヤ,"The ruins of the capital built by the parricidal King Kassapa I (477&ndash;95) lie on the steep slopes and at the summit of a granite peak standing some 180m high (the 'Lion's Rock', which dominates the jungle from all sides). A series of galleries and staircases emerging from the mouth of a gigantic lion constructed of bricks and plaster provide access to the site.",1982,false,80.75,7.95,0,(ii)(iii)(iv),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
468,405,Sinharaja Forest Reserve,Réserve forestière de Sinharaja,シンハラジャ森林保護区,"Located in south-west Sri Lanka, Sinharaja is the country's last viable area of primary tropical rainforest. More than 60% of the trees are endemic and many of them are considered rare. There is much endemic wildlife, especially birds, but the reserve is also home to over 50% of Sri Lanka's endemic species of mammals and butterflies, as well as many kinds of insects, reptiles and rare amphibians.",1988,false,80.5,6.416666667,8864,(ix)(x),Natural,N,Sri Lanka,Asia and the Pacific,lk,false
522,450,Sacred City of Kandy,Ville sacrée de Kandy,キャンディ,"This sacred Buddhist site, popularly known as the city of Senkadagalapura, was the last capital of the Sinhala kings whose patronage enabled the Dinahala culture to flourish for more than 2,500 years until the occupation of Sri Lanka by the British in 1815. It is also the site of the Temple of the Tooth Relic (the sacred tooth of the Buddha), which is a famous pilgrimage site.",1988,false,80.64027778,7.293611111,0,(iv)(vi),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
523,451,Old Town of Galle and its Fortifications,Vieille ville de Galle et ses fortifications,ゴールの旧市街と要塞,"Founded in the 16th century by the Portuguese, Galle reached the height of its development in the 18th century, before the arrival of the British. It is the best example of a fortified city built by Europeans in South and South-East Asia, showing the interaction between European architectural styles and South Asian traditions.",1988,false,80.216346,6.028051,0,(iv),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
663,561,Rangiri Dambulla Cave Temple,Temple troglodyte de Rangiri Dambulla,ダンブッラの黄金寺院,"A sacred pilgrimage site for 22 centuries, this cave monastery, with its five sanctuaries, is the largest, best-preserved cave-temple complex in Sri Lanka. The Buddhist mural paintings (covering an area of 2,100 m2 ) are of particular importance, as are the 157 statues.",1991,false,80.64916667,7.856666667,0,(i)(vi),Cultural,C,Sri Lanka,Asia and the Pacific,lk,false
1650,1203,Central Highlands of Sri Lanka,Hauts plateaux du centre de Sri Lanka,ホートン・プレインズ国立公園,"Sri Lanka's highlands are situated in the south-central part of the island. The property comprises the Peak Wilderness Protected Area, the Horton Plains National Park and the Knuckles Conservation Forest. These montane forests, where the land rises to 2,500 metres above sea-level, are home to an extraordinary range of flora and fauna, including several endangered species such as the western-purple-faced langur, the Horton Plains slender loris and the Sri Lankan leopard. The region is considered a super biodiversity hotspot.",2010,false,80.8021,7.45245,56844,(ix)(x),Natural,N,Sri Lanka,Asia and the Pacific,lk,false
1922,1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem","Lieu de naissance de Jésus : l’église de la Nativité et la route de pèlerinage, Bethléem",降誕教会,"The inscribed property is situated 10 km south of Jerusalem on the site identified by Christian tradition as the birthplace of Jesus since the 2nd century. A church was first completed there in ad 339 and the edifice that replaced it after a fire in the 6th century retains elaborate floor mosaics from the original building. The site also includes Latin, Greek Orthodox, Franciscan and Armenian convents and churches, as well as bell towers, terraced gardens and a pilgrimage route.",2012,false,35.2075,31.70435278,2.98,(iv)(vi),Cultural,C,State of Palestine,Arab States,ps,false
2012,1492,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Palestine : terre des oliviers et des vignes – Paysage culturel du sud de Jérusalem, Battir",,"This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as widian, with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir.",2014,true,35.15888889,31.71638889,348.83,(iv)(v),Cultural,C,State of Palestine,Arab States,ps,false
2230,1565,Hebron/Al-Khalil Old Town,Vieille ville d’Hébron/Al-Khalil,ヘブロン/アル＝ハリール旧市街,"The use of a local limestone shaped the construction of the old town of Hebron/Al-Khalil during the Mamluk period between 1250 and 1517. The centre of interest of the town was the site of Al-Ibrahimi Mosque/The tomb of the Patriarchs whose buildings are in a compound built in the 1st century AD to protect the tombs of the patriarch Abraham/Ibrahim and his family. This place became a site of pilgrimage for the three monotheistic religions: Judaism, Christianity and Islam. The town was sited at the crossroads of trade routes for caravans travelling between southern Palestine, Sinai, Eastern Jordan and the north of the Arabian Peninsula. Although the subsequent Ottoman Period (1517-1917) heralded an extension of the town to the surrounding areas and brought numerous architectural additions, particularly the raising of the roof level of houses to provide more upper stories, the overall Mamluk morphology of the town is seen to have persisted with its hierarchy of areas, quarters based on et",2017,true,35.10833333,31.52444444,20.6,(ii)(iv)(vi),Cultural,C,State of Palestine,Arab States,ps,false
2475,1687,Ancient Jericho/Tell es-Sultan,Ancien Jéricho/Tell es-Sultan,テル・エッ・スルタン,"Ancient Jerico/Tell es-Sultan is located northwest of present-day Jericho in the Jordan Valley in Palestine, the property is an oval-shaped Tell, or mound, that contains the prehistorical deposits of human activity, and includes the adjacent perennial spring of ‘Ain es-Sultan. By the 9th to 8th millennium BC, Neolithic Ancient Jericho/Tell es-Sultan was already a sizeable permanent settlement, as expressed by surviving monumental architectural attributes such as a wall with a ditch and a tower. It reflects the developments of the period, which include the shifting of humanity to a sedentary communal lifestyle and the related transition to new subsistence economies, as well as changes in social organisation and the development of religious practices, testified by skulls and statues found. The Early Bronze Age archaeological material on the site provides insights into urban planning, while vestiges from the Middle Bronze Age reveal the presence of a large Canaanite city-state, equipped w",2023,false,35.44405556,31.87130556,5.93,(iii)(iv),Cultural,C,State of Palestine,Arab States,ps,false
2628,1749,Saint Hilarion Monastery/ Tell Umm Amer,Monastère de Saint Hilarion/ Tell Umm Amer,,"Situated on the coastal dunes in Nuseirat Municipality, the ruins of Saint Hilarion Monastery/ Tell Umm Amer represent one of the earliest monastic sites in the Middle East, dating back to the 4th century. Founded by Saint Hilarion, the monastery began with solitary hermits and evolved into a coenobitic community. It was the first monastic community in the Holy Land, laying the groundwork for the spread of monastic practices in the region. The monastery occupied a strategic position at the crossroads of major trade and communication routes between Asia and Africa. This prime location facilitated its role as a hub of religious, cultural, and economic interchange, exemplifying the flourishing of monastic desert centres during the Byzantine period.",2024,true,34.36636111,31.44730556,1.3293,(ii)(iii)(vi),Cultural,C,State of Palestine,Arab States,ps,false
2177,262,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Parc national marin de Sanganeb et Parc national marin de la baie de Dungonab – île de Mukkawar,サンガネーブ海洋国立公園とドンゴナーブ湾＝ムカッワー島海洋国立公園,"The property consists of two separate areas: Sanganeb is an isolated, coral reef structure in the central Red Sea and the only atoll, 25 km off the shoreline of Sudan. The second component of the property is made up of Dungonab Bay and Mukkawar Island, situated 125 km north of Port Sudan. It includes a highly diverse system of coral reefs, mangroves, seagrass beds, beaches and islets. The site provides a habitat for populations of seabirds, marine mammals, fish, sharks, turtles and manta rays. Dungonab Bay also has a globally significant population of dugongs.",2016,false,37.44305556,19.73611111,260700,(vii)(ix)(x),Natural,N,Sudan,Arab States,sd,false
1250,1073,Gebel Barkal and the Sites of the Napatan Region,Gebel Barkal et les sites de la région napatéenne,ゲベル・バルカル,"These five archaeological sites, stretching over more than 60 km in the Nile valley, are testimony to the Napatan (900 to 270 BC) and Meroitic (270 BC to 350 AD) cultures, of the second kingdom of Kush. Tombs, with and without pyramids, temples, living complexes and palaces, are to be found on the site. Since Antiquity, the hill of Gebel Barkal has been strongly associated with religious traditions and folklore. The largest temples are still considered by the local people as sacred places.",2003,false,31.82802778,18.537,182.5,(i)(ii)(iii)(iv)(vi),Cultural,C,Sudan,Arab States,sd,false
1760,1336,Archaeological Sites of the Island of Meroe,Sites archéologiques de l’île de Méroé,ムサワラット・エス・スフラ遺跡,"The Archaeological Sites of the Island of Meroe, a semi-desert landscape between the Nile and Atbara rivers, was the heartland of the Kingdom of Kush, a major power from the 8th century B.C. to the 4th century A.D. The property consists of the royal city of the Kushite kings at Meroe, near the River Nile, the nearby religious site of Naqa and Musawwarat es Sufra. It was the seat of the rulers who occupied Egypt for close to a century and features, among other vestiges, pyramids, temples and domestic buildings as well as major installations connected to water management. Their vast empire extended from the Mediterranean to the heart of Africa, and the property testifies to the exchange between the art, architectures, religions and languages of both regions.",2011,false,33.71666667,16.93333333,2357.36,(ii)(iii)(iv)(v),Cultural,C,Sudan,Arab States,sd,false
1096,940,Historic Inner City of Paramaribo,Centre ville historique de Paramaribo,パラマリボ市街歴史地区,Paramaribo is a former Dutch colonial town from the 17th and 18th centuries planted on the northern coast of tropical South America. The original and highly characteristic street plan of the historic centre remains intact. Its buildings illustrate the gradual fusion of Dutch architectural influence with traditional local techniques and materials.,2002,false,-55.15,5.82611,30,(ii)(iv),Cultural,C,Suriname,Latin America and the Caribbean,sr,false
1187,1017,Central Suriname Nature Reserve,Réserve naturelle du Suriname central,中央スリナム自然保護区,"The Central Suriname Nature Reserve comprises 1.6 million ha of primary tropical forest of west-central Suriname. It protects the upper watershed of the Coppename River and the headwaters of the Lucie, Oost, Zuid, Saramaccz, and Gran Rio rivers and covers a range of topography and ecosystems of notable conservation value due to its pristine state. Its montane and lowland forests contain a high diversity of plant life with more than 5,000 vascular plant species collected to date. The Reserve's animals are typical of the region and include the jaguar, giant armadillo, giant river otter, tapir, sloths, eight species of primates and 400 bird species such as harpy eagle, Guiana cock-of-the-rock, and scarlet macaw.",2000,false,-56.5,4,1600000,(ix)(x),Natural,N,Suriname,Latin America and the Caribbean,sr,false
2467,1680,Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Site archéologique de Jodensavanne : établissement de Jodensavanne et cimetière de Cassipora Creek,,"Located on high ground on the densely forested banks of the Suriname River, the Jodensavanne Archaeological Site in northern Suriname is a serial property that illustrates early Jewish colonization attempts in the New World. The Jodensavanne Settlement, founded in the 1680s, includes the ruins of what is believed to be the earliest synagogue of architectural significance in the Americas, along with cemeteries, boat landing areas, and a military post. The Cassipora Creek Cemetery is the remnant of an older settlement founded in the 1650s. Located amidst Indigenous territory, the settlements were inhabited, owned, and governed by Jews who lived there together with free and enslaved persons of African and Indigenous descent. The settlements had the most extensive arrangement of privileges and immunities known in the early modern Jewish world.",2023,false,-54.98266667,5.431111111,24.8,(iii),Cultural,C,Suriname,Latin America and the Caribbean,sr,false
653,555,Birka and Hovgården,Birka et Hovgården,ホーヴゴーデン,"The Birka archaeological site is located on Björkö Island in Lake Mälar and was occupied in the 9th and 10th centuries. Hovgården is situated on the neighbouring island of Adelsö. Together, they make up an archaeological complex which illustrates the elaborate trading networks of Viking-Age Europe and their influence on the subsequent history of Scandinavia. Birka was also important as the site of the first Christian congregation in Sweden, founded in 831 by St Ansgar.",1993,false,17.54264,59.33514,437.121,(iii)(iv),Cultural,C,Sweden,Europe and North America,se,false
655,556,Engelsberg Ironworks,Forges d'Engelsberg,エンゲルスバーリ製鉄所,Sweden's production of superior grades of iron made it a leader in this field in the 17th and 18th centuries. This site is the best-preserved and most complete example of this type of Swedish ironworks.,1993,false,16.01,59.97,9.596,(iv),Cultural,C,Sweden,Europe and North America,se,false
657,557,Rock Carvings in Tanum,Gravures rupestres de Tanum,ターヌムの岩絵群,"The rock carvings in Tanum, in the north of Bohuslän, are a unique artistic achievement not only for their rich and varied motifs (depictions of humans and animals, weapons, boats and other subjects) but also for their cultural and chronological unity. They reveal the life and beliefs of people in Europe during the Bronze Age and are remarkable for their large numbers and outstanding quality.",1994,false,11.34111,58.70111,4137.609,(i)(iii)(iv),Cultural,C,Sweden,Europe and North America,se,false
659,558,Skogskyrkogården,Skogskyrkogården,スコーグスシュルコゴーデン,"This Stockholm cemetery was created between 1917 and 1920 by two young architects, Asplund and Lewerentz, on the site of former gravel pits overgrown with pine trees. The design blends vegetation and architectural elements, taking advantage of irregularities in the site to create a landscape that is finely adapted to its function. It has had a profound influence in many countries of the world.",1994,false,18.09944,59.27556,108.08,(ii)(iv),Cultural,C,Sweden,Europe and North America,se,false
2361,559,Royal Domain of Drottningholm,Domaine royal de Drottningholm,ドロットニングホルム宮廷劇場,"The Royal Domain of Drottningholm stands on an island in Lake Mälar in a suburb of Stockholm. With its castle, perfectly preserved theatre (built in 1766), Chinese pavilion and gardens, it is the finest example of an 18th-century north European royal residence inspired by the Palace of Versailles.",1991,false,17.88333,59.32306,162.429,(iv),Cultural,C,Sweden,Europe and North America,se,false
864,731,Hanseatic Town of Visby,Ville hanséatique de Visby,,"A former Viking site on the island of Gotland, Visby was the main centre of the Hanseatic League in the Baltic from the 12th to the 14th century. Its 13th-century ramparts and more than 200 warehouses and wealthy merchants' dwellings from the same period make it the best-preserved fortified commercial city in northern Europe.",1995,false,18.29583,57.64167,0,(iv)(v),Cultural,C,Sweden,Europe and North America,se,false
898,762,"Church Town of Gammelstad, Luleå","Ville-église de Gammelstad, Luleå",ガンメルスタードの教会街,"Gammelstad, at the head of the Gulf of Bothnia, is the best-preserved example of a 'church village', a unique kind of village formerly found throughout northern Scandinavia. The 404 wooden houses, huddled round the early 15th-century stone church, were used only on Sundays and at religious festivals to house worshippers from the surrounding countryside who could not return home the same day because of the distance and difficult travelling conditions.",1996,false,22.02861,65.64611,16.402,(ii)(iv)(v),Cultural,C,Sweden,Europe and North America,se,false
916,774,Laponian Area,Région de Laponie,ストーラ・ショーファレット国立公園,"The Arctic Circle region of northern Sweden is the home of the Saami people. It is the largest area in the world (and one of the last) with an ancestral way of life based on the seasonal movement of livestock. Every summer, the Saami lead their huge herds of reindeer towards the mountains through a natural landscape hitherto preserved, but now threatened by the advent of motor vehicles. Historical and ongoing geological processes can be seen in the glacial moraines and changing water courses.",1996,false,17.58333,67.33333,940900,(iii)(v)(vii)(viii)(ix),Mixed,C/N,Sweden,Europe and North America,se,false
1022,871,Naval Port of Karlskrona,Port naval de Karlskrona,,"Karlskrona is an outstanding example of a late-17th-century European planned naval city. The original plan and many of the buildings have survived intact, along with installations that illustrate its subsequent development up to the present day.",1998,false,15.58333,56.16667,320.417,(ii)(iv),Cultural,C,Sweden,Europe and North America,se,false
1132,968,Agricultural Landscape of Southern Öland,Paysage agricole du sud d’Öland,,"The southern part of the island of Öland in the Baltic Sea is dominated by a vast limestone plateau. Human beings have lived here for some five thousand years and adapted their way of life to the physical constraints of the island. As a consequence, the landscape is unique, with abundant evidence of continuous human settlement from prehistoric times to the present day.",2000,false,16.48333,56.325,56323,(iv)(v),Cultural,C,Sweden,Europe and North America,se,false
1200,1027,Mining Area of the Great Copper Mountain in Falun,Zone d'exploitation minière de la grande montagne de cuivre de Falun,大銅山,"The enormous mining excavation known as the Great Pit at Falun is the most striking feature of a landscape that illustrates the activity of copper production in this region since at least the 13th century. The 17th-century planned town of Falun with its many fine historic buildings, together with the industrial and domestic remains of a number of settlements spread over a wide area of the Dalarna region, provide a vivid picture of what was for centuries one of the world's most important mining areas.",2001,false,15.63083,60.60472,42.82,(ii)(iii)(v),Cultural,C,Sweden,Europe and North America,se,false
1314,1134,"Grimeton Radio Station, Varberg","Station radio Grimeton, Varberg",ヴァールベリの無線局,"The Varberg Radio Station at Grimeton in southern Sweden (built 1922–24) is an exceptionally well-preserved monument to early wireless transatlantic communication. It consists of the transmitter equipment, including the aerial system of six 127-m high steel towers. Although no longer in regular use, the equipment has been maintained in operating condition. The 109.9-ha site comprises buildings housing the original Alexanderson transmitter, including the towers with their antennae, short-wave transmitters with their antennae, and a residential area with staff housing. The architect Carl Åkerblad designed the main buildings in the neoclassical style and the structural engineer Henrik Kreüger was responsible for the antenna towers, the tallest built structures in Sweden at that time. The site is an outstanding example of the development of telecommunications and is the only surviving example of a major transmitting station based on pre-electronic technology.",2004,false,12.38333333,57.1,109.09,(ii)(iv),Cultural,C,Sweden,Europe and North America,se,false
1814,1282,Decorated Farmhouses of Hälsingland,Fermes décorées de Hälsingland,ヘルシングランドの装飾農家群,"Seven timber houses are listed in this site located in the east of Sweden, representing the zenith of a regional timber building tradition that dates back to the Middle Ages. They reflect the prosperity of independent farmers who in the 19th century used their wealth to build substantial new homes with elaborately decorated ancillary houses or suites of rooms reserved for festivities. The paintings represent a fusion of folk art with the styles favoured by the landed gentry of the time, including Baroque and Rococo. Decorated by painters, including known and unknown itinerant artists, the listed properties represent the final flowering of a long cultural tradition.",2012,false,16.19583333,61.70722222,14.84,(v),Cultural,C,Sweden,Europe and North America,se,false
297,267,Old City of Berne,Vieille ville de Berne,ベルン旧市街,"Founded in the 12th century on a hill site surrounded by the Aare River, Berne developed over the centuries in line with a an exceptionally coherent planning concept. The buildings in the Old City, dating from a variety of periods, include 15th-century arcades and 16th-century fountains. Most of the medieval town was restored in the 18th century but it has retained its original character.",1983,false,7.45028,46.94806,84.684,(iii),Cultural,C,Switzerland,Europe and North America,ch,false
298,268,Abbey of St Gall,Abbaye de St-Gall,ザンクト・ガレン修道院,"The Convent of St Gall, a perfect example of a great Carolingian monastery, was, from the 8th century to its secularization in 1805, one of the most important in Europe. Its library is one of the richest and oldest in the world and contains precious manuscripts such as the earliest-known architectural plan drawn on parchment. From 1755 to 1768, the conventual area was rebuilt in Baroque style. The cathedral and the library are the main features of this remarkable architectural complex, reflecting 12 centuries of continuous activity.",1983,false,9.37778,47.42333,0,(ii)(iv),Cultural,C,Switzerland,Europe and North America,ch,false
299,269,Benedictine Convent of St John at Müstair,Couvent bénédictin Saint-Jean-des-Sœurs à Müstair,ザンクト・ヨハン修道院,"The Convent of Müstair, which stands in a valley in the Grisons, is a good example of Christian monastic renovation during the Carolingian period. It has Switzerland's greatest series of figurative murals, painted c. A.D. 800, along with Romanesque frescoes and stuccoes.",1983,false,10.44765,46.62945,2.036,(iii),Cultural,C,Switzerland,Europe and North America,ch,false
2572,884,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona","Trois châteaux, muraille et remparts du bourg de Bellinzone",ベッリンツォーナ旧市街の3つの城と防壁・城壁群,"The Bellinzona site consists of a group of fortifications grouped around the castle of Castelgrande, which stands on a rocky peak looking out over the entire Ticino valley. Running from the castle, a series of fortified walls protect the ancient town and block the passage through the valley. A second castle (Montebello) forms an integral part of the fortifications, while a third but separate castle (Sasso Corbaro) was built on an isolated rocky promontory south-east of the other fortifications.",2000,false,9.02242,46.19314,14.698,(iv),Cultural,C,Switzerland,Europe and North America,ch,false
1211,1037,Swiss Alps Jungfrau-Aletsch,Alpes suisses Jungfrau-Aletsch,,"The extension of the natural World Heritage property of Jungfrau - Aletsch - Bietschhorn (first inscribed in 2001), expands the site to the east and west, bringing its surface area up to 82,400 ha., up from 53,900. The site provides an outstanding example of the formation of the High Alps, including the most glaciated part of the mountain range and the largest glacier in Eurasia. It features a wide diversity of ecosystems, including successional stages due particularly to the retreat of glaciers resulting from climate change. The site is of outstanding universal value both for its beauty and for the wealth of information it contains about the formation of mountains and glaciers, as well as ongoing climate change. It is also invaluable in terms of the ecological and biological processes it illustrates, notably through plan succession. Its impressive landscape has played an important role in European art, literature, mountaineering and alpine tourism.",2001,false,8.033333333,46.5,82400,(vii)(viii)(ix),Natural,N,Switzerland,Europe and North America,ch,false
